Year	PM2	PM10	Notes	Notes	Year	City	Country
2013	10	18	"1 station, background, urban"	measured data	2013	GUADALAJARA	Spain
2013	8	15	"1 station, background, rural"	measured data	2013	GUADALIX DE LA SIERRA	Spain
2013	12	22	"1 station, industrial, urban"	measured data	2013	GUARDO	Spain
2013	8	15	"1 station, traffic, urban"	measured data	2013	HERNANI	Spain
2013	14	24	"3 stations, industrial, urban"	measured data	2013	HUELVA	Spain
2013	7	12	"1 station, traffic, urban"	measured data	2013	HUESCA	Spain
2013	14	25	"1 station, background, suburban"	measured data	2013	ILLESCAS	Spain
2013	15	27	"2 stations, background urban,  industrial, suburban"	measured data	2013	JEREZ DE LA FRONTERA	Spain
2013	17	30	"1 station, background, urban"	measured data	2013	La Linea de la Concepción	Spain
2013	14	26	"2 stations, industrial, suburban"	measured data	2013	LANGREO	Spain
2013	7	12	"1 station, industrial, rural"	measured data	2013	LARACHA	Spain
2013	12	21	"1 station, traffic, urban"	measured data	2013	LEGANES	Spain
2013	6	17	"2 stations, traffic, urban"	measured data	2013	LEÓN	Spain
2013	7	15	"1 station, background, rural"	measured data	2013	LLANES	Spain
2013	11	19	"1 station, traffic, suburban"	measured data	2013	LLODIO	Spain
2013	12	21	"1 station, background, urban"	measured data	2013	LOGROÑO	Spain
2013	12	22	"1 station, industrial, suburban"	measured data	2013	LORCA	Spain
2013	13	23	"1 station, traffic, urban"	measured data	2013	LUGO	Spain
2013	10	19	"12 stations, traffic, urban"	measured data	2013	MADRID	Spain
2013	6	19	"3 stations, background, rural"	measured data	2013	MAHÓN	Spain
2013	15	27	"1 station, background, suburban"	measured data	2013	MAIRENA DEL ALJARAFE	Spain
2013	11	20	"1 station, background, suburban"	measured data	2013	MAJADAHONDA	Spain
2013	12	22	"1 station, industrial, suburban"	measured data	2013	MATARÓ	Spain
2013	13	23	"1 station, industrial, suburban"	measured data	2013	MEDINA DEL CAMPO	Spain
2013	9	16	"1 station, background, urban"	measured data	2013	MERIDA	Spain
2013	15	27	"1 station, traffic, urban"	measured data	2013	MIERES	Spain
2013	13	24	"1 station, industrial, urban"	measured data	2013	MIRANDA DE EBRO	Spain
2013	4	8	"1 station, background, rural"	measured data	2013	MORELLA	Spain
2013	10	19	"1 station, background, suburban"	measured data	2013	MÓSTOLES	Spain
2013	14	26	"1 station, background, urban"	measured data	2013	MOTRIL	Spain
2013	6	10	"1 station, industrial, rural"	measured data	2013	MURAS	Spain
2013	15	26	"1 station, traffic, suburban"	measured data	2013	MURCIA	Spain
2013	4	7	"1 station, background, rural"	measured data	2013	NOIA	Spain
2013	7	13	"1 station, industrial, suburban"	measured data	2013	OBEJO	Spain
2013	8	15	"1 station, industrial, suburban"	measured data	2013	ONDA	Spain
2013	8	14	"1 station, industrial, rural"	measured data	2013	ORDES	Spain
2013	7	13	"1 station, background, rural"	measured data	2013	ORUSCO DE TAJUÑA	Spain
2013	7	13	"1 station, traffic, urban"	measured data	2013	OURENSE	Spain
2013	13	14	"1 station, industrial, rural"	measured data	2013	OUROL	Spain
2013	14	25	"4 stations, traffic, urban"	measured data	2013	OVIEDO	Spain
2013	12	21	"1 station, traffic, urban"	measured data	2013	PALENCIA	Spain
2013	11	19	"2 stations, traffic, urban"	measured data	2013	PALMA DE MALLORCA	Spain
2013	8	23	"3 stations, background urban, traffic urban, industrial, urban"	measured data	2013	PALMAS DE GRAN CANARIA (LAS)	Spain
2013	13	24	"2 stations, industrial, suburban"	measured data	2013	PALOS DE LA FRONTERA	Spain
2013	9	16	"1 station, background, suburban"	measured data	2013	PATERNA	Spain
2013	5	8	"1 station, background, rural"	measured data	2013	PEÑAUSENDE	Spain
2013	6	12	"1 station, background, rural"	measured data	2013	PINOSO	Spain
2013	6	10	"1 station, background, suburban"	measured data	2013	PLASENCIA	Spain
2013	10	18	"1 station, background, rural"	measured data	2013	POBLA (SA)	Spain
2013	7	13	"1 station, industrial, rural"	measured data	2013	POIO	Spain
2013	7	13	"1 station, background, rural"	measured data	2013	POLLENÇA	Spain
2013	10	17	"1 station, industrial, suburban"	measured data	2013	PONFERRADA	Spain
2013	7	10	"2 stations, industrial"	measured data	2013	Pontes de García Rodríguez (As)	Spain
2013	10	18	"2 stations, traffic , industrial"	measured data	2013	PONTEVEDRA	Spain
2013	8	18	"1 station, industrial, rural"	measured data	2013	PRADEJÓN	Spain
2013	12	21	"1 station, industrial, rural"	measured data	2013	PRADO DEL REY	Spain
2013	8	26	"5 stations, background urban, industrial, urban"	measured data	2013	PUERTO DEL ROSARIO	Spain
2013	18	33	"1 station, background, urban"	measured data	2013	PUERTO REAL	Spain
2013	15	24	"1 station, industrial, urban"	measured data	2013	PUERTOLLANO	Spain
2013	4	7	"1 station, background, rural"	measured data	2013	Pueyo de Araguás (El)	Spain
2013	13	23	"1 station, industrial, urban"	measured data	2013	Punta Umbría	Spain
2013	8	17	"1 station, traffic, urban"	measured data	2013	QUART DE POBLET	Spain
2013	5	18	"1 station, background, rural"	measured data	2013	REALEJOS (LOS)	Spain
2013	7	12	"1 station, background, urban"	measured data	2013	REINOSA	Spain
2013	10	18	"1 station, background, suburban"	measured data	2013	RIVAS-VACIAMADRID	Spain
2013	11	20	"1 station, industrial, suburban"	measured data	2013	ROBLA (LA)	Spain
2013	8	13	"2 stations, background, suburban"	measured data	2013	SAGUNTO/SAGUNT	Spain
2013	8	16	"2 stations, traffic, urban"	measured data	2013	SALAMANCA	Spain
2013	9	17	"1 station, background, rural"	measured data	2013	SAN ANDRES Y SAUCES	Spain
2013	9	27	"3 stations, traffic, urban"	measured data	2013	SAN BARTOLOME DE TIRAJANA	Spain
2013	7	13	"1 station, background, rural"	measured data	2013	SAN JORGE	Spain
2013	8	15	"1 station, background, rural"	measured data	2013	San Martín de Valdeiglesias	Spain
2013	13	24	"1 station, industrial, suburban"	measured data	2013	SAN MARTÍN DEL REY AURELIO	Spain
2013	5	10	"1 station, background, rural"	measured data	2013	SAN PABLO DE LOS MONTES	Spain
2013	11	20	"2 stations, industrial, suburban"	measured data	2013	SAN ROQUE	Spain
2013	13	24	-	converted from PM2.5	2013	SANGüESA/ZANGOZA	Spain
2013	6	10	"1 station, background, suburban"	measured data	2013	SANT ANTONI DE PORTMANY	Spain
2013	10	19	"1 station, industrial, suburban"	measured data	2013	SANT FELIU DE LLOBREGAT	Spain
2013	11	20	"1 station, traffic, suburban"	measured data	2013	SANT JUST DESVERN	Spain
2013	6	21	"1 station, industrial, urban"	measured data	2013	SANTA CRUZ DE LA PALMA	Spain
2013	8	19	"8 stations, background urban, industrial, urban"	measured data	2013	SANTA CRUZ DE TENERIFE	Spain
2013	7	21	"1 station, background, suburban"	measured data	2013	Santa Lucía de Tirajana	Spain
2013	10	18	"2 stations, industrial, suburban"	measured data	2013	SANTA MARGARIDA I ELS MONJOS	Spain
2013	12	21	"2 stations, background, urban"	measured data	2013	SANTANDER	Spain
2013	13	23	"1 station, background, urban"	measured data	2013	SANTIAGO DE COMPOSTELA	Spain
2013	10	18	"1 station, industrial, urban"	measured data	2013	SARIÑENA	Spain
2013	7	10	"1 station, background, rural"	measured data	2013	SAVIÑAO (O)	Spain
2013	8	15	"1 station, traffic, urban"	measured data	2013	SEGOVIA	Spain
2013	16	29	"1 station, background, urban"	measured data	2013	SEVILLA	Spain
2013	15	26	"1 station, industrial, urban"	measured data	2013	SIERO	Spain
2013	11	20	"1 station, traffic, suburban"	measured data	2013	SONDIKA	Spain
2013	8	14	"1 station, traffic, urban"	measured data	2013	SORIA	Spain
2013	9	16	"1 station, background, urban"	measured data	2013	TALAVERA DE LA REINA	Spain
2013	7	19	"1 station, industrial, suburban"	measured data	2013	TEGUISE	Spain
2013	8	25	"3 stations, background urban, industrial, urban"	measured data	2013	TELDE	Spain
2013	7	12	"1 station, background, urban"	measured data	2013	TERUEL	Spain
2013	5	9	"1 station, background, rural"	measured data	2013	TOJOS (LOS)	Spain
2013	10	17	-	converted from PM2.5	2013	TOLEDO	Spain
2013	9	17	"1 station, traffic, urban"	measured data	2013	TOLOSA	Spain
2013	6	11	"1 station, background, rural"	measured data	2013	TORIL	Spain
2013	6	11	"1 station, background, rural"	measured data	2013	TORMS (ELS)	Spain
2013	10	19	"1 station, background, urban"	measured data	2013	TORREJÓN DE ARDOZ	Spain
2013	12	22	"3 stations, traffic, urban"	measured data	2013	TORRELAVEGA	Spain
2013	7	13	"1 station, background, rural"	measured data	2013	Valdegovía	Spain
2013	11	22	"1 station, background, suburban"	measured data	2013	VALDEMORO	Spain
2013	11	17	"4 stations, traffic, urban"	measured data	2013	VALENCIA	Spain
2013	10	14	"4 stations, traffic, urban"	measured data	2013	VALLADOLID	Spain
2013	10	18	"1 station, background, suburban"	measured data	2013	VALVERDE	Spain
2013	6	11	"1 station, traffic, suburban"	measured data	2013	Vandellòs i l'Hospitalet de l'Infant	Spain
2013	6	12	"1 station, industrial, rural"	measured data	2013	VENTA DE BAÑOS	Spain
2013	11	21	"2 stations, traffic, urban"	measured data	2013	VIGO	Spain
2013	6	11	"1 station, industrial, rural"	measured data	2013	VILALBA	Spain
2013	12	24	"1 station, background, rural"	measured data	2013	VILLA DEL PRADO	Spain
2013	5	8	"1 station, industrial, rural"	measured data	2013	VILLALBA DE GUARDO	Spain
2013	8	16	"1 station, background, rural"	measured data	2013	VILLAR DEL ARZOBISPO	Spain
2013	10	20	"1 station, background, rural"	measured data	2013	VILLAREJO DE SALVANES	Spain
2013	4	8	"1 station, traffic, urban"	measured data	2013	VITORIA-GASTEIZ	Spain
2013	7	10	"1 station, background, suburban"	measured data	2013	VIVER	Spain
2013	9	14	"1 station, background, rural"	measured data	2013	Viznar	Spain
2013	7	13	"1 station, industrial, suburban"	measured data	2013	XOVE	Spain
2013	7	13	"1 station, background, suburban"	measured data	2013	ZAFRA	Spain
2013	9	16	"1 station, traffic, urban"	measured data	2013	ZAMORA	Spain
2013	10	17	"3 stations, traffic, suburban"	measured data	2013	ZARAGOZA	Spain
2013	5	9	"1 station, background, rural"	measured data	2013	ZARRA	Spain
2013	6	12	"1 station, background, rural"	measured data	2013	ZORITA DEL MAESTRAZGO	Spain
2011	36	64	"1 station, NA"	measured data	2011	Colombo	Sri Lanka
2013	8	25	-	converted from PM2.5	2013	Arlöv	Sweden
2013	6	19	"3 stations, background, urban"	measured data	2013	Göteborg	Sweden
2013	5	17	"1 station, traffic, urban"	measured data	2013	HALMSTAD	Sweden
2013	2.27	7	"1 station, background, urban"	measured data	2013	KIRUNA	Sweden
2013	7	23	"1 station, traffic, urban"	measured data	2013	LINKOPING	Sweden
2013	10	20	"2 stations, background, urban"	measured data	2013	Malmö	Sweden
2013	6	21	"1 station, traffic, urban"	measured data	2013	Norrköping	Sweden
2013	5	18	"1 station, traffic, urban"	measured data	2013	SKELLEFTEA	Sweden
2013	9	29	"1 station, traffic, urban"	measured data	2013	Södertälje	Sweden
2013	6	20	"1 station, traffic, suburban"	measured data	2013	SOLLENTUNA	Sweden
2013	6	26	"6 stations, traffic, urban"	measured data	2013	STOCKHOLM	Sweden
2013	7	22	"2 stations, traffic, urban"	measured data	2013	SUNDSVALL	Sweden
2013	5	17	"1 station, background, urban"	measured data	2013	TRELLEBORG	Sweden
2013	4	14	-	converted from PM2.5	2013	Umeå	Sweden
2013	7	22	"1 station, traffic, urban"	measured data	2013	UMEE	Sweden
2013	4	24	"1 station, traffic, urban"	measured data	2013	UPPSALA	Sweden
2013	7	23	"1 station, traffic, urban"	measured data	2013	Västerås	Sweden
2013	5	15	"1 station, traffic, urban"	measured data	2013	Växjö	Sweden
2013	5	15	"1 station, background, urban"	measured data	2013	YSTAD	Sweden
2013	14	20	"3 stations, background, suburban"	measured data	2013	BASEL	Switzerland
2013	16	23	"3 stations, traffic, urban"	measured data	2013	BERN	Switzerland
2013	15	21	"4 stations, background, suburban"	measured data	2013	GENEVE	Switzerland
2013	14	20	"1 station, traffic, urban"	measured data	2013	LAUSANNE	Switzerland
2013	14	20	"2 stations, background, urban"	measured data	2013	LUGANO	Switzerland
2013	15	22	"1 station, background, suburban"	measured data	2013	LUZERN	Switzerland
2013	11	16	"1 station, traffic, urban"	measured data	2013	ST. GALLEN	Switzerland
2013	13	19	"1 station, background, urban"	measured data	2013	WINTERTHUR	Switzerland
2013	14	20	"5 stations, background, suburban"	measured data	2013	ZüRICH	Switzerland
2014	24	42	"14 stations, Residential/Commercial Urban Background/Traffic"	measured data	2014	Bangkok	Thailand
2014	25	46	"2 stations, Res/Com Urban Background"	measured data	2014	Chiang Mai	Thailand
2014	27	49	"1 station, Residential Urban Background"	measured data	2014	Chiang Rai	Thailand
2014	18	32	"3 stations, Residential Urban Background"	measured data	2014	Chon buri	Thailand
2014	28	51	"1 station, Residential Urban Background"	measured data	2014	Khon Kaen	Thailand
2014	29	53	"3 stations, Ind/Res Urban Background"	measured data	2014	Lampang	Thailand
2014	24	44	"1 station, Residential Urban Background"	measured data	2014	Lamphun	Thailand
2014	23	42	"1 station, Residential Urban Background"	measured data	2014	Mae Hong Son	Thailand
2014	28	51	"1 station, Residential Urban Background"	measured data	2014	Nakhon Ratchasima	Thailand
2014	32	57	"1 station, Residential Urban Background"	measured data	2014	Nakhon Sawan	Thailand
2014	25	45	"1 station, Residential Urban Background"	measured data	2014	Nan	Thailand
2014	16	29	"1 station, Residential Urban Background"	measured data	2014	Narathiwat	Thailand
2014	25	46	"2 stations, Industrial Urban Background"	measured data	2014	Nonthaburi	Thailand
2014	27	48	"1 station, Residential Urban Background"	measured data	2014	Pathum Thani	Thailand
2014	23	41	"1 station, Residential Urban Background"	measured data	2014	Phayao	Thailand
2014	31	55	"1 station, Residential Urban Background"	measured data	2014	Phra Nakhon Si Ayutthaya	Thailand
2014	31	55	"1 station, Residential Urban Background"	measured data	2014	Phrae	Thailand
2014	13	24	"1 station, Residential Urban Background"	measured data	2014	Phuket	Thailand
2014	23	41	"4 stations, Res/Com urban Background"	measured data	2014	Rayong	Thailand
2014	26	47	"1 station, Residential Urban Background"	measured data	2014	Sa Kaeo	Thailand
2014	28	51	"4 stations, Industrial Urban Background"	measured data	2014	Samut Prakan	Thailand
2014	30	55	"2 stations, Industrial Urban Background"	measured data	2014	Samut Sakhon	Thailand
2014	31	57	"2 stations, Residential Urban Background"	measured data	2014	Saraburi	Thailand
2014	24	44	"1 station, Residential Urban Background"	measured data	2014	Songkhla	Thailand
2014	22	39	"1 station, Residential Urban Background"	measured data	2014	Surat Thani	Thailand
2014	13	23	"1 station, Residential Urban Background"	measured data	2014	Yala	Thailand
2013	40	69	"1 station, industrial, urban"	measured data	2013	BITOLA	Macedonia
2013	45	74	"4 stations, background urban, traffic urban, industrial, urban"	measured data	2013	SKOPJE	Macedonia
2013	81	140	"1 station, traffic, urban"	measured data	2013	TETOVO	Macedonia
2013	30	51	"1 station, traffic, urban"	measured data	2013	VELES	Macedonia
2010	34	80	"1 station, urban residential/traffic/commercial"	measured data	2010	Bizerte	Tunisia
2010	37	87	"1 station, urban"	measured data	2010	Sfax	Tunisia
2010	25	58	"1 station, urban residential/traffic/commercial"	measured data	2010	Sousse	Tunisia
2010	38	90	"1 station, urban"	measured data	2010	Tunis	Tunisia
2012	28	46	"4 stations, background urban"	measured data	2012	ADANA	Turkey
2012	44	71	"1 station, background urban"	measured data	2012	ADIYAMAN	Turkey
2012	60	98	"1 station, background urban"	measured data	2012	AFYON	Turkey
2012	30	49	"1 station, background urban"	measured data	2012	AGRI	Turkey
2012	41	68	"1 station, background urban"	measured data	2012	AKSARAY	Turkey
2012	24	39	"1 station, background urban"	measured data	2012	AMASYA	Turkey
2012	47	77	"8 stations, background urban"	measured data	2012	ANKARA	Turkey
2012	31	51	"1 station, background urban"	measured data	2012	ANTALYA	Turkey
2012	37	61	"1 station, background urban"	measured data	2012	ARDAHAN	Turkey
2012	17	28	"1 station, background urban"	measured data	2012	ARTVIN	Turkey
2012	43	71	"1 station, background urban"	measured data	2012	AYDIN	Turkey
2012	28	46	"1 station, background urban"	measured data	2012	BALIKESIR	Turkey
2012	37	60	"1 station, background urban"	measured data	2012	BARTIN	Turkey
2012	67	109	"1 station, background urban"	measured data	2012	BATMAN	Turkey
2012	39	65	"1 station, background urban"	measured data	2012	BAYBURT	Turkey
2012	31	51	"1 station, background urban"	measured data	2012	BILECIK	Turkey
2012	21	34	"1 station, background urban"	measured data	2012	BINGOL	Turkey
2012	51	84	"1 station, background urban"	measured data	2012	BITLIS	Turkey
2012	49	80	"1 station, background urban"	measured data	2012	BOLU	Turkey
2012	47	78	"1 station, background urban"	measured data	2012	BURDUR	Turkey
2012	22	37	"1 station, background urban"	measured data	2012	BURSA	Turkey
2012	12	19	"1 station, background urban"	measured data	2012	CANAKKALE	Turkey
2012	50	83	"1 station, background urban"	measured data	2012	CANKIRI	Turkey
2012	45	73	"1 station, background urban"	measured data	2012	CORUM	Turkey
2012	45	73	"2 stations, background urban"	measured data	2012	DENIZLI	Turkey
2012	42	69	"1 station, background urban"	measured data	2012	DIYARBAKIR	Turkey
2012	52	85	"1 station, background urban"	measured data	2012	DUZCE	Turkey
2012	45	74	"1 station, background urban"	measured data	2012	EDIRNE	Turkey
2012	27	44	"1 station, background urban"	measured data	2012	ELAZIG	Turkey
2012	30	50	"1 station, background urban"	measured data	2012	ERZINCAN	Turkey
2012	35	57	"1 station, background urban"	measured data	2012	ERZURUM	Turkey
2012	19	32	"1 station, background urban"	measured data	2012	ESKISEHIR	Turkey
2012	66	108	"1 station, background urban"	measured data	2012	GAZIANTEP	Turkey
2012	7	12	"1 station, background urban"	measured data	2012	GIRESUN	Turkey
2012	42	69	"1 station, background urban"	measured data	2012	GUMUSHANE	Turkey
2012	67	109	"1 station, background urban"	measured data	2012	HAKKARI	Turkey
2012	28	46	"2 stations, background urban"	measured data	2012	HATAY	Turkey
2012	32	53	"1 station, background urban"	measured data	2012	ICEL	Turkey
2012	54	88	"1 station, background urban"	measured data	2012	IGDIR	Turkey
2012	52	86	"1 station, background urban"	measured data	2012	ISPARTA	Turkey
2012	33	53	"10 stations, background urban"	measured data	2012	ISTANBUL	Turkey
2012	30	49	"8 stations, background urban"	measured data	2012	IZMIR	Turkey
2012	43	71	"1 station, background urban"	measured data	2012	KAHRAMANMARAS	Turkey
2012	30	50	"1 station, background urban"	measured data	2012	KARABUK	Turkey
2012	57	93	"1 station, background urban"	measured data	2012	KARAMAN	Turkey
2012	32	52	"1 station, background urban"	measured data	2012	KARS	Turkey
2012	19	31	"1 station, background urban"	measured data	2012	KASTAMONU	Turkey
2012	47	77	"3 stations, background urban, traffic urban, industrial urban"	measured data	2012	KAYSERI	Turkey
2012	36	58	"1 station, background urban"	measured data	2012	KILIS	Turkey
2012	41	67	"1 station, background urban"	measured data	2012	KIRIKKALE	Turkey
2012	28	46	"1 station, background urban"	measured data	2012	KIRKLARELI	Turkey
2012	30	49	"1 station, background urban"	measured data	2012	KIRSEHIR	Turkey
2012	34	55	"2 stations, industrial suburban"	measured data	2012	KOCAELI	Turkey
2012	39	65	"2 stations, background urban"	measured data	2012	KONYA	Turkey
2012	47	77	"1 station, background urban"	measured data	2012	KUTAHYA	Turkey
2012	42	68	"1 station, background urban"	measured data	2012	MALATYA	Turkey
2012	30	50	"2 stations, background urban"	measured data	2012	MANISA	Turkey
2012	31	51	"1 station, background urban"	measured data	2012	MARDIN	Turkey
2012	43	71	"2 stations, background urban"	measured data	2012	MUGLA	Turkey
2012	50	83	"1 station, background urban"	measured data	2012	MUS	Turkey
2012	32	53	"1 station, background urban"	measured data	2012	NEVSEHIR	Turkey
2012	49	80	"1 station, background urban"	measured data	2012	NIGDE	Turkey
2012	32	53	"1 station, background urban"	measured data	2012	ORDU	Turkey
2012	50	82	"1 station, background urban"	measured data	2012	OSMANIYE	Turkey
2012	17	27	"1 station, background urban"	measured data	2012	RIZE	Turkey
2012	50	82	"1 station, background urban"	measured data	2012	SAKARYA	Turkey
2012	29	48	"2 stations, background urban"	measured data	2012	SAMSUN	Turkey
2012	61	101	"1 station, background urban"	measured data	2012	SIIRT	Turkey
2012	23	37	"1 station, background urban"	measured data	2012	SINOP	Turkey
2012	25	41	"1 station, background urban"	measured data	2012	SIRNAK	Turkey
2012	30	49	"1 station, background urban"	measured data	2012	SIVAS	Turkey
2012	42	69	"1 station, background urban"	measured data	2012	TEKIRDAG	Turkey
2012	18	29	"1 station, background urban"	measured data	2012	TOKAT	Turkey
2012	35	58	"2 stations, background urban"	measured data	2012	TRABZON	Turkey
2012	27	44	"1 station, background urban"	measured data	2012	TUNCELI	Turkey
2012	44	72	"1 station, background urban"	measured data	2012	URFA	Turkey
2012	42	69	"1 station, background urban"	measured data	2012	USAK	Turkey
2012	40	65	"1 station, background urban"	measured data	2012	VAN	Turkey
2012	14	23	"1 station, background urban"	measured data	2012	YALOVA	Turkey
2012	31	50	"1 station, background urban"	measured data	2012	YOZGAT	Turkey
2012	43	71	"1 station, background urban"	measured data	2012	ZONGULDAK	Turkey
2013	104	170	"1 station, urban"	measured data	2013	Kampala	Uganda
2011	23	35	"1 station, 1 station, 2 measurement (during dry and wet season)"	measured data	2011	Morogoro	Tanzania
2013	56	132	"6 stations, urban area, residential"	measured data	2013	Abu Dhabi	United Arab Emirates
2013	52	123	"5 stations, urban/residential"	measured data	2013	Al Ain	United Arab Emirates
2013	62	146	"1 station, urban/residential"	measured data	2013	Al Gharbia - Bida Zayed	United Arab Emirates
2013	61	145	"1 station, urban"	measured data	2013	Al Gharbia - Gayathi	United Arab Emirates
2013	56	133	"1 station, regional background"	measured data	2013	Al Gharbia - Liwa Oasis	United Arab Emirates
2013	9	13	"1 station, background, urban"	measured data	2013	ABERDEEN	United Kingdom
2013	14	19	"1 station, traffic, urban"	measured data	2013	ARMAGH	United Kingdom
2013	12	18	"1 station, background, urban"	measured data	2013	BELFAST	United Kingdom
2013	11	15	-	converted from PM2.5	2013	BIRKENHEAD	United Kingdom
2013	14	19	"2 stations, background, urban"	measured data	2013	BIRMINGHAM	United Kingdom
2013	9	13	-	converted from PM2.5	2013	BOURNEMOUTH	United Kingdom
2013	11	16	-	converted from PM2.5	2013	BRIGHTON	United Kingdom
2013	13	18	"1 station, background, urban"	measured data	2013	BRISTOL	United Kingdom
2013	14	19	"1 station, background, urban"	measured data	2013	CARDIFF	United Kingdom
2013	12	16	-	converted from PM2.5	2013	CARLISLE	United Kingdom
2013	14	19	"1 station, traffic, urban"	measured data	2013	CHEPSTOW	United Kingdom
2013	10	17	"2 stations, traffic, urban"	measured data	2013	CHESTERFIELD	United Kingdom
2013	15	21	-	converted from PM2.5	2013	EASTBOURNE	United Kingdom
2013	8	14	"1 station, background, urban"	measured data	2013	EDINBURGH	United Kingdom
2013	14	31	"2 stations, traffic, urban"	measured data	2013	GIBRALTAR	United Kingdom
2013	16	23	"1 station, traffic, urban"	measured data	2013	GLASGOW	United Kingdom
2013	9	14	"1 station, industrial, urban"	measured data	2013	GRANGEMOUTH	United Kingdom
2013	12	14	"1 station, background, urban"	measured data	2013	HULL	United Kingdom
2013	6	12	"1 station, traffic, urban"	measured data	2013	INVERNESS	United Kingdom
2013	13	18	"1 station, background, urban"	measured data	2013	LEAMINGTON SPA	United Kingdom
2013	15	22	"1 station, traffic, urban"	measured data	2013	LEEDS	United Kingdom
2013	12	14	"1 station, industrial, urban"	measured data	2013	LIVERPOOL	United Kingdom
2013	15	22	"6 stations, background, urban"	measured data	2013	LONDON	United Kingdom
2013	11	15	"1 station, background, urban"	measured data	2013	LONDONDERRY	United Kingdom
2015	10	18	"14 stations, background, urban"	measured data	2015	MANCHESTER (Greate Manchester City Region)	United Kingdom
2013	11	20	"1 station, industrial, urban"	measured data	2013	MIDDLESBROUGH	United Kingdom
2013	10	13	"1 station, background, urban"	measured data	2013	NEWCASTLE UPON TYNE	United Kingdom
2013	13	18	-	converted from PM2.5	2013	NEWPORT	United Kingdom
2013	13	15	"1 station, background, urban"	measured data	2013	NORWICH	United Kingdom
2013	12	21	"1 station, background, urban"	measured data	2013	NOTTINGHAM	United Kingdom
2013	14	21	"1 station, background, urban"	measured data	2013	OXFORD	United Kingdom
2013	12	18	"1 station, background, urban"	measured data	2013	PLYMOUTH	United Kingdom
2013	14	25	"1 station, industrial, urban"	measured data	2013	PORT TALBOT	United Kingdom
2013	14	18	"1 station, background, urban"	measured data	2013	PORTSMOUTH	United Kingdom
2013	12	16	-	converted from PM2.5	2013	PRESTONPANS	United Kingdom
2013	10	16	"1 station, background, urban"	measured data	2013	READING	United Kingdom
2013	11	15	-	converted from PM2.5	2013	SALTASH	United Kingdom
2013	16	22	"1 station, industrial, urban"	measured data	2013	SCUNTHORPE	United Kingdom
2013	15	21	"1 station, background, urban"	measured data	2013	SOUTHAMPTON	United Kingdom
2013	11	15	-	converted from PM2.5	2013	SOUTHEND - ON - SEA	United Kingdom
2013	14	24	"1 station, traffic, urban"	measured data	2013	STANFORD-LE-HOPE	United Kingdom
2013	10	17	"1 station, traffic, urban"	measured data	2013	STOCKTON-ON-TEES	United Kingdom
2013	14	20	"1 station, background, urban"	measured data	2013	STOKE - ON - TRENT	United Kingdom
2013	9	13	-	converted from PM2.5	2013	SUNDERLAND	United Kingdom
2013	12	19	"1 station, traffic, urban"	measured data	2013	SWANSEA	United Kingdom
2013	14	19	"1 station, background, urban"	measured data	2013	THURROCK	United Kingdom
2013	14	18	"1 station, industrial, urban"	measured data	2013	WARRINGTON	United Kingdom
2013	13	18	-	converted from PM2.5	2013	WIGAN	United Kingdom
2013	10	17	"1 station, traffic, urban"	measured data	2013	WREXHAM	United Kingdom
2013	12	15	"2 stations, background, urban"	measured data	2013	YORK	United Kingdom
2014	9	16	-	converted from PM2.5	2014	"Adrian, MI"	United States
2014	10	19	-	converted from PM2.5	2014	"Akron, OH"	United States
2014	7	13	-	converted from PM2.5	2014	"Albany-Schenectady-Troy, NY"	United States
2014	6	12	-	converted from PM2.5	2014	"Albuquerque, NM"	United States
2014	8	14	-	converted from PM2.5	2014	"Alexandria, LA"	United States
2014	9	16	-	converted from PM2.5	2014	"Allegan, MI"	United States
2014	9	17	-	converted from PM2.5	2014	"Allentown-Bethlehem-Easton, PA-NJ"	United States
2014	11	21	-	converted from PM2.5	2014	"Altoona, PA"	United States
2014	5	9	-	converted from PM2.5	2014	"Anchorage, AK"	United States
2014	10	19	-	converted from PM2.5	2014	"Anderson, IN"	United States
2014	10	18	-	converted from PM2.5	2014	"Ann Arbor, MI"	United States
2014	9	16	-	converted from PM2.5	2014	"Appleton, WI"	United States
2014	8	14	-	converted from PM2.5	2014	"Asheville, NC"	United States
2014	9	16	-	converted from PM2.5	2014	"Ashland, AL"	United States
2014	8	14	-	converted from PM2.5	2014	"Athens, OH"	United States
2014	9	17	-	converted from PM2.5	2014	"Athens, TN"	United States
2014	10	19	-	converted from PM2.5	2014	"Athens-Clarke County, GA"	United States
2014	10	19	-	converted from PM2.5	2014	"Atlanta-Sandy Springs-Marietta, GA"	United States
2014	8	14	-	converted from PM2.5	2014	"Atlantic City, NJ"	United States
2014	10	18	-	converted from PM2.5	2014	"Augusta-Richmond County, GA-SC"	United States
2014	7	13	-	converted from PM2.5	2014	"Augusta-Waterville, ME"	United States
2014	9	17	-	converted from PM2.5	2014	"Austin-Round Rock, TX"	United States
2014	10	18	-	converted from PM2.5	2014	"Bakersfield, CA"	United States
2014	10	18	-	converted from PM2.5	2014	"Baltimore-Towson, MD"	United States
2014	7	14	-	converted from PM2.5	2014	"Baraboo, WI"	United States
2014	8	16	-	converted from PM2.5	2014	"Baton Rouge, LA"	United States
2014	4	7	-	converted from PM2.5	2014	"Battlement Mesa,Garfield,CO"	United States
2014	8	15	-	converted from PM2.5	2014	"Bay City, MI"	United States
2014	9	16	-	converted from PM2.5	2014	"Beaver Dam, WI"	United States
